ID,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,deposit
5092,31,technician,single,tertiary,no,252,no,no,cellular,8,jun,107,3,-1,0,unknown,yes
5093,49,technician,married,secondary,no,-849,yes,yes,unknown,27,may,197,1,-1,0,unknown,no
5094,43,admin.,married,secondary,no,877,yes,no,cellular,2,feb,135,1,-1,0,unknown,no
5095,36,self-employed,married,secondary,no,1184,yes,no,cellular,6,apr,1063,1,-1,0,unknown,yes
5096,37,services,married,secondary,no,775,no,yes,cellular,25,jul,1000,1,-1,0,unknown,yes
5097,50,technician,divorced,unknown,no,2794,no,no,cellular,12,aug,1336,2,-1,0,unknown,yes
5098,34,management,married,tertiary,no,580,yes,no,cellular,10,jul,380,1,-1,0,unknown,no
5099,34,services,married,secondary,no,22,yes,no,unknown,6,may,344,1,-1,0,unknown,no
5100,26,admin.,single,secondary,no,338,no,no,cellular,29,oct,209,1,188,2,unknown,yes
5101,56,retired,married,primary,no,152,yes,yes,cellular,30,jul,65,7,-1,0,unknown,no
5102,38,technician,married,secondary,no,381,yes,no,unknown,29,may,126,2,-1,0,unknown,no
5103,41,self-employed,married,secondary,no,20,no,no,unknown,5,jun,333,1,-1,0,unknown,no
5104,32,management,single,tertiary,no,41,no,no,cellular,21,aug,686,5,-1,0,unknown,yes
5105,41,management,single,tertiary,no,1982,no,no,cellular,21,nov,558,1,-1,0,unknown,yes
5106,52,management,married,tertiary,no,583,no,no,cellular,17,may,376,1,181,3,success,yes
5107,28,blue-collar,single,secondary,no,39,no,no,cellular,31,jul,22,7,-1,0,unknown,no
5108,38,self-employed,married,secondary,no,746,no,no,unknown,20,jun,256,3,-1,0,unknown,no
5109,36,management,married,tertiary,no,673,yes,no,cellular,16,jul,689,1,-1,0,unknown,yes
5110,80,housemaid,married,primary,no,0,no,no,cellular,23,feb,639,1,189,1,failure,yes
5111,34,admin.,married,secondary,no,-312,yes,no,unknown,9,may,232,1,-1,0,unknown,no
5112,59,admin.,single,secondary,no,-423,yes,yes,cellular,20,apr,84,1,-1,0,unknown,no
5113,29,admin.,married,tertiary,no,332,no,no,cellular,9,apr,179,1,-1,0,unknown,yes
5114,29,technician,single,secondary,no,590,no,no,cellular,25,may,124,1,-1,0,unknown,yes
5115,32,unemployed,married,secondary,no,262,no,no,cellular,29,jan,203,1,-1,0,unknown,no
5116,59,retired,married,primary,no,-47,yes,no,cellular,27,aug,84,4,-1,0,unknown,no
5117,40,admin.,married,secondary,no,1327,yes,yes,unknown,26,may,76,2,-1,0,unknown,no
5118,33,services,married,secondary,no,114,no,yes,unknown,3,jul,676,1,-1,0,unknown,yes
5119,29,self-employed,single,tertiary,no,121,yes,no,unknown,30,may,1500,2,-1,0,unknown,yes
5120,50,blue-collar,married,secondary,no,907,no,yes,cellular,16,jul,68,1,-1,0,unknown,no
5121,26,technician,married,secondary,no,267,yes,no,cellular,28,jul,817,2,-1,0,unknown,yes
5122,35,unemployed,married,secondary,no,2228,no,no,unknown,19,jun,461,2,-1,0,unknown,no
5123,46,technician,divorced,secondary,no,3455,yes,no,unknown,14,may,566,2,-1,0,unknown,no
5124,43,management,married,tertiary,no,3518,no,no,cellular,28,dec,206,2,196,2,success,yes
5125,28,technician,single,secondary,no,598,yes,no,cellular,2,mar,177,1,288,2,failure,yes
5126,61,admin.,married,unknown,no,4629,yes,no,cellular,27,jan,181,1,92,1,success,yes
5127,31,admin.,single,secondary,no,396,yes,no,unknown,19,may,104,1,-1,0,unknown,no
5128,35,blue-collar,married,secondary,no,0,yes,yes,cellular,8,apr,519,1,-1,0,unknown,no
5129,45,technician,married,secondary,no,2571,no,no,unknown,18,jun,146,2,-1,0,unknown,no
5130,50,blue-collar,married,primary,no,-37,yes,no,unknown,12,may,78,3,-1,0,unknown,no
5131,70,retired,married,secondary,no,2626,no,no,cellular,2,sep,140,2,-1,0,unknown,yes
5132,32,blue-collar,married,primary,no,-94,yes,yes,cellular,11,may,308,1,-1,0,unknown,no
5133,40,management,single,tertiary,no,27,no,no,cellular,27,aug,165,6,-1,0,unknown,no
5134,57,retired,married,primary,no,3518,yes,no,cellular,25,aug,626,3,-1,0,unknown,yes
5135,39,technician,married,secondary,no,1587,yes,no,cellular,8,sep,108,2,98,3,success,yes
5136,35,entrepreneur,married,secondary,no,2436,no,yes,cellular,14,jul,1397,3,-1,0,unknown,yes
5137,35,management,married,tertiary,no,354,no,yes,cellular,9,feb,117,4,12,2,other,no
5138,47,admin.,divorced,secondary,no,295,yes,no,unknown,6,jun,94,2,-1,0,unknown,yes
5139,32,technician,single,secondary,no,930,yes,no,unknown,21,may,122,1,-1,0,unknown,no
5140,48,management,married,tertiary,no,1808,yes,no,cellular,26,feb,245,1,-1,0,unknown,yes
5141,30,management,single,tertiary,no,3340,no,no,cellular,3,jun,238,3,-1,0,unknown,yes
5142,32,services,married,secondary,no,38,yes,no,cellular,15,may,744,1,-1,0,unknown,yes
5143,52,unemployed,married,secondary,no,94,no,no,cellular,10,feb,153,1,92,13,success,yes
5144,33,admin.,married,secondary,no,7,yes,no,cellular,17,apr,612,1,148,1,failure,no
5145,37,unemployed,married,tertiary,no,1236,no,no,cellular,29,jul,300,2,-1,0,unknown,no
5146,40,services,married,secondary,no,113,yes,no,unknown,4,jun,126,1,-1,0,unknown,no
5147,38,unemployed,married,tertiary,no,2812,yes,no,cellular,30,apr,830,1,-1,0,unknown,yes
5148,29,management,single,tertiary,no,502,no,no,cellular,8,jul,968,1,87,5,failure,yes
5149,41,blue-collar,married,secondary,no,-190,no,yes,cellular,29,jul,808,3,-1,0,unknown,yes
5150,41,technician,married,secondary,no,-329,no,no,telephone,5,feb,13,8,238,9,other,no
5151,34,technician,married,secondary,no,1026,no,no,cellular,12,nov,319,1,100,6,failure,no
5152,30,blue-collar,single,secondary,no,971,yes,no,cellular,17,apr,283,1,317,2,other,no
5153,31,technician,married,tertiary,no,0,yes,yes,unknown,13,may,164,2,-1,0,unknown,no
5154,46,blue-collar,married,primary,no,1085,yes,yes,cellular,15,may,523,2,353,58,other,yes
5155,26,management,single,tertiary,no,800,yes,no,cellular,30,jan,405,2,-1,0,unknown,no
5156,48,management,divorced,tertiary,no,657,no,yes,cellular,29,jan,251,2,-1,0,unknown,no
5157,36,admin.,single,secondary,no,810,yes,no,unknown,17,jun,296,1,-1,0,unknown,no
5158,34,entrepreneur,married,tertiary,no,0,yes,no,cellular,6,may,611,1,183,1,failure,yes
5159,37,blue-collar,married,secondary,no,1330,no,no,cellular,30,apr,390,1,-1,0,unknown,yes
5160,31,services,single,secondary,no,1629,yes,no,unknown,19,may,344,2,-1,0,unknown,no
5161,47,services,married,secondary,no,278,yes,no,cellular,7,may,51,1,366,1,other,no
5162,59,blue-collar,married,secondary,no,0,yes,no,unknown,5,may,226,1,-1,0,unknown,no
5163,41,entrepreneur,divorced,secondary,no,1588,yes,yes,unknown,20,jun,10,8,-1,0,unknown,no
5164,85,retired,divorced,primary,no,7613,no,no,cellular,18,feb,355,3,-1,0,unknown,yes
5165,40,unemployed,single,tertiary,no,7968,no,no,cellular,2,mar,263,2,180,2,success,yes
5166,40,blue-collar,married,primary,no,830,yes,no,cellular,13,may,873,3,370,2,failure,yes
5167,68,retired,divorced,primary,no,695,no,no,cellular,9,apr,233,1,-1,0,unknown,yes
5168,45,blue-collar,married,secondary,no,640,yes,no,cellular,4,may,447,1,-1,0,unknown,yes
5169,30,blue-collar,married,secondary,no,282,yes,yes,unknown,23,may,148,2,-1,0,unknown,no
5170,29,unemployed,single,tertiary,no,7,no,no,cellular,6,may,51,1,179,1,failure,no
5171,45,blue-collar,married,primary,no,700,yes,no,telephone,13,may,29,4,-1,0,unknown,no
5172,29,housemaid,single,tertiary,no,2196,no,no,cellular,5,aug,215,1,-1,0,unknown,yes
5173,37,unemployed,single,secondary,no,443,no,no,cellular,29,jan,1600,1,-1,0,unknown,yes
5174,47,blue-collar,married,primary,no,113,yes,no,unknown,13,may,276,1,-1,0,unknown,no
5175,34,management,married,tertiary,no,158,no,no,cellular,9,mar,212,3,181,6,success,yes
5176,32,student,single,secondary,no,1102,no,no,telephone,8,oct,194,1,-1,0,unknown,yes
5177,65,admin.,married,secondary,no,952,no,no,cellular,6,sep,255,1,96,1,success,yes
5178,35,technician,married,tertiary,no,1473,yes,no,unknown,12,may,84,3,-1,0,unknown,no
5179,29,unemployed,single,secondary,no,25,no,no,cellular,14,apr,207,2,-1,0,unknown,yes
5180,29,admin.,married,secondary,no,7707,yes,no,cellular,29,apr,961,2,334,2,failure,yes
5181,36,unemployed,single,tertiary,no,1291,no,no,cellular,30,apr,195,1,86,1,success,yes
5182,32,technician,single,tertiary,no,696,no,yes,cellular,13,aug,101,4,105,4,failure,no
5183,47,technician,single,secondary,no,1101,yes,no,cellular,23,jul,957,3,-1,0,unknown,yes
5184,48,management,married,primary,no,606,no,no,cellular,5,mar,77,6,-1,0,unknown,no
5185,57,retired,divorced,primary,no,720,no,no,telephone,17,feb,202,4,-1,0,unknown,yes
5186,45,admin.,married,secondary,no,205,no,no,cellular,4,may,552,1,90,2,success,yes
5187,60,retired,divorced,secondary,no,545,yes,no,unknown,6,may,1030,1,-1,0,unknown,yes
5188,49,blue-collar,married,primary,no,-232,no,yes,cellular,11,aug,106,2,-1,0,unknown,no
5189,38,management,married,tertiary,no,1440,no,no,cellular,11,aug,111,2,-1,0,unknown,no
5190,49,unemployed,married,primary,no,518,no,no,cellular,29,jan,1917,2,-1,0,unknown,yes
5191,27,technician,single,secondary,no,0,no,no,cellular,6,feb,161,1,-1,0,unknown,no
5192,53,blue-collar,single,secondary,no,1004,no,no,cellular,13,may,393,1,84,1,other,yes
5193,71,retired,divorced,secondary,no,4380,no,no,cellular,22,sep,369,1,-1,0,unknown,yes
5194,46,management,married,secondary,no,5127,no,no,cellular,6,aug,472,1,-1,0,unknown,no
5195,39,admin.,married,secondary,no,1388,yes,no,cellular,15,jul,150,5,-1,0,unknown,no
5196,29,blue-collar,married,secondary,no,294,yes,no,unknown,14,may,594,2,-1,0,unknown,no
5197,41,technician,married,secondary,no,0,no,no,cellular,29,aug,141,2,-1,0,unknown,no
5198,45,entrepreneur,married,primary,no,488,yes,no,telephone,28,jul,90,11,-1,0,unknown,no
5199,83,retired,divorced,primary,no,4565,no,no,cellular,13,sep,175,2,-1,0,unknown,no
5200,46,management,married,tertiary,no,273,yes,no,cellular,10,may,583,6,53,6,success,yes
5201,51,services,married,primary,no,-553,yes,no,unknown,4,jun,149,8,-1,0,unknown,no
5202,41,management,married,tertiary,no,1468,yes,no,cellular,31,mar,237,3,-1,0,unknown,yes
5203,50,management,married,tertiary,no,6739,yes,no,cellular,14,jul,68,3,-1,0,unknown,no
5204,38,technician,single,tertiary,no,508,yes,yes,cellular,12,aug,1103,2,-1,0,unknown,yes
5205,38,technician,divorced,secondary,no,631,yes,no,cellular,25,aug,343,2,-1,0,unknown,no
5206,36,admin.,single,tertiary,no,994,no,no,cellular,13,aug,185,2,105,3,success,no
5207,28,management,single,tertiary,yes,1414,yes,no,cellular,8,jul,294,1,521,1,failure,yes
5208,27,technician,married,tertiary,no,276,no,no,unknown,16,may,218,2,-1,0,unknown,no
5209,41,housemaid,married,primary,no,0,no,no,cellular,14,apr,168,1,-1,0,unknown,yes
5210,30,admin.,married,secondary,yes,23,no,yes,cellular,4,feb,149,2,-1,0,unknown,no
5211,36,admin.,single,secondary,no,115,no,no,cellular,4,may,134,3,91,1,failure,no
5212,27,blue-collar,single,tertiary,no,644,no,no,cellular,2,jun,657,1,182,1,success,yes
5213,48,blue-collar,married,secondary,no,292,no,no,cellular,30,apr,271,1,79,1,success,yes
5214,49,technician,divorced,secondary,no,-236,yes,no,unknown,26,may,204,2,-1,0,unknown,no
5215,36,services,single,secondary,no,365,no,no,cellular,4,may,643,1,-1,0,unknown,yes
5216,52,services,married,secondary,no,992,yes,no,cellular,27,jan,342,1,92,2,success,yes
5217,32,management,single,tertiary,no,3283,no,no,cellular,12,aug,623,2,191,2,success,yes
5218,76,retired,divorced,primary,no,802,no,no,cellular,9,mar,241,1,181,5,success,yes
5219,47,blue-collar,married,primary,no,2,yes,yes,cellular,20,nov,661,4,190,1,failure,no
5220,26,unemployed,single,secondary,no,461,no,no,cellular,28,jan,214,1,-1,0,unknown,no
5221,44,management,married,tertiary,no,22,yes,no,cellular,6,aug,265,2,-1,0,unknown,no
5222,43,technician,single,secondary,no,1462,no,no,unknown,9,jun,75,2,-1,0,unknown,no
5223,32,technician,married,secondary,no,696,yes,no,unknown,2,jun,815,1,-1,0,unknown,yes
5224,31,services,single,secondary,no,-205,no,no,cellular,1,sep,481,1,579,1,failure,yes
5225,38,management,divorced,tertiary,no,4335,yes,no,cellular,20,nov,640,1,-1,0,unknown,no
5226,55,housemaid,married,unknown,no,366,no,no,cellular,5,jun,365,3,57,2,other,yes
5227,41,management,married,tertiary,no,3872,no,no,cellular,15,oct,231,1,-1,0,unknown,no
5228,53,technician,married,secondary,no,10185,no,no,cellular,23,mar,115,1,-1,0,unknown,yes
5229,24,services,single,secondary,no,11,yes,no,unknown,27,jun,114,4,-1,0,unknown,no
5230,31,blue-collar,single,tertiary,no,761,no,no,telephone,18,nov,514,2,-1,0,unknown,yes
5231,27,technician,single,secondary,no,439,yes,no,cellular,15,apr,1038,2,-1,0,unknown,yes
5232,46,management,divorced,secondary,no,361,yes,no,unknown,19,may,86,7,-1,0,unknown,no
5233,42,services,married,secondary,no,508,yes,no,unknown,30,may,70,1,-1,0,unknown,no
5234,36,management,divorced,secondary,no,1655,yes,no,cellular,18,nov,155,2,-1,0,unknown,no
5235,32,services,married,secondary,no,15,yes,no,cellular,15,may,391,1,-1,0,unknown,no
5236,39,management,married,tertiary,no,-468,yes,yes,cellular,8,aug,88,2,-1,0,unknown,no
5237,33,admin.,single,secondary,no,241,no,no,cellular,22,jul,490,1,-1,0,unknown,no
5238,39,blue-collar,married,secondary,no,167,yes,yes,cellular,12,may,612,1,-1,0,unknown,yes
5239,50,entrepreneur,married,primary,no,199,no,no,cellular,11,may,228,2,363,2,failure,no
5240,48,blue-collar,married,secondary,no,1730,yes,no,cellular,4,feb,489,1,178,2,failure,yes
5241,32,blue-collar,married,secondary,no,254,yes,no,cellular,19,nov,1720,3,-1,0,unknown,yes
5242,59,housemaid,married,primary,no,88,yes,no,cellular,28,jul,63,5,-1,0,unknown,no
5243,42,technician,married,secondary,no,827,no,no,cellular,25,aug,153,3,-1,0,unknown,no
5244,36,technician,married,primary,no,0,no,no,unknown,4,jul,584,1,-1,0,unknown,yes
5245,36,technician,single,secondary,yes,0,no,yes,cellular,26,aug,109,14,-1,0,unknown,no
5246,73,retired,married,unknown,no,739,no,no,cellular,11,sep,210,1,-1,0,unknown,yes
5247,32,admin.,single,secondary,no,212,no,no,cellular,7,jul,830,5,-1,0,unknown,yes
5248,56,retired,married,primary,no,9367,no,no,telephone,13,nov,271,2,92,4,success,yes
5249,51,housemaid,married,primary,no,1337,no,no,telephone,30,jul,74,6,-1,0,unknown,no
5250,27,student,single,secondary,no,2614,no,no,cellular,8,apr,143,2,-1,0,unknown,yes
5251,50,blue-collar,married,unknown,no,452,no,no,cellular,20,aug,181,2,-1,0,unknown,no
5252,58,self-employed,married,tertiary,no,-364,yes,no,unknown,5,may,355,1,-1,0,unknown,no
5253,61,management,married,tertiary,no,3371,no,no,cellular,28,sep,299,2,-1,0,unknown,yes
5254,44,technician,single,secondary,no,1679,no,no,telephone,20,oct,718,1,-1,0,unknown,yes
5255,41,blue-collar,married,unknown,no,732,yes,no,unknown,16,may,25,1,-1,0,unknown,no
5256,43,services,single,secondary,no,3403,yes,no,cellular,12,nov,707,2,97,2,success,yes
5257,38,management,married,tertiary,yes,327,yes,yes,cellular,9,jul,556,5,-1,0,unknown,yes
5258,37,student,divorced,tertiary,no,0,no,no,telephone,30,jul,100,6,-1,0,unknown,no
5259,36,services,married,secondary,no,145,yes,no,cellular,2,feb,109,1,252,2,other,no
5260,59,blue-collar,divorced,primary,no,989,no,no,cellular,20,jul,125,2,-1,0,unknown,yes
5261,59,management,married,primary,no,396,yes,no,unknown,2,jun,72,3,-1,0,unknown,no
5262,35,admin.,married,secondary,no,1286,yes,no,cellular,5,may,862,3,337,1,other,yes
5263,43,self-employed,single,primary,no,1337,yes,yes,cellular,20,nov,632,2,-1,0,unknown,no
5264,63,housemaid,married,primary,no,333,no,no,telephone,1,oct,321,1,-1,0,unknown,no
5265,53,unknown,married,primary,no,732,no,no,cellular,27,oct,759,2,-1,0,unknown,yes
5266,60,retired,divorced,tertiary,no,979,yes,no,cellular,15,jan,295,3,347,1,failure,yes
5267,28,blue-collar,married,secondary,no,1238,yes,no,unknown,14,may,246,1,-1,0,unknown,no
5268,31,technician,married,secondary,no,7369,no,no,cellular,19,aug,204,4,-1,0,unknown,no
5269,49,management,married,tertiary,no,395,no,no,cellular,10,dec,336,5,-1,0,unknown,yes
5270,48,entrepreneur,divorced,tertiary,no,0,yes,yes,unknown,20,jun,139,1,-1,0,unknown,no
5271,57,retired,married,primary,no,1532,no,no,telephone,6,feb,286,3,-1,0,unknown,no
5272,44,unemployed,divorced,tertiary,no,0,no,no,cellular,5,feb,1960,3,-1,0,unknown,yes
5273,39,admin.,divorced,secondary,no,32,no,yes,unknown,20,jun,8,10,-1,0,unknown,no
5274,30,management,single,tertiary,no,2876,no,no,cellular,6,aug,103,4,-1,0,unknown,no
5275,61,management,married,tertiary,no,477,yes,no,cellular,29,oct,377,1,520,1,other,yes
5276,40,admin.,single,secondary,no,100,yes,no,cellular,11,aug,221,1,461,1,success,yes
5277,73,retired,divorced,tertiary,no,3203,no,no,cellular,20,apr,148,1,-1,0,unknown,yes
5278,38,management,single,tertiary,no,427,yes,no,cellular,6,may,17,3,169,2,failure,no
5279,27,student,single,primary,yes,25,no,no,unknown,28,aug,8,1,-1,0,unknown,no
5280,53,technician,married,tertiary,no,476,yes,no,cellular,28,jan,160,1,-1,0,unknown,no
5281,51,entrepreneur,married,primary,no,1443,no,no,cellular,18,feb,172,10,-1,0,unknown,yes
5282,60,management,married,tertiary,no,315,no,no,cellular,1,sep,840,1,183,3,success,yes
5283,30,management,single,tertiary,no,502,no,no,cellular,11,oct,463,3,95,6,success,yes
5284,38,entrepreneur,married,tertiary,no,4,yes,no,cellular,16,jul,158,1,-1,0,unknown,no
5285,27,technician,single,secondary,no,489,yes,no,cellular,30,jul,356,4,-1,0,unknown,yes
5286,42,management,married,tertiary,no,0,no,no,cellular,13,aug,325,2,-1,0,unknown,no
5287,53,technician,single,secondary,no,-165,yes,no,cellular,9,jul,89,1,-1,0,unknown,no
5288,41,technician,married,secondary,no,1788,no,no,cellular,28,aug,222,1,-1,0,unknown,no
5289,30,technician,single,secondary,no,728,yes,no,cellular,5,feb,393,1,261,1,other,no
5290,54,housemaid,married,primary,no,3151,no,no,unknown,18,jun,350,7,-1,0,unknown,no
5291,26,admin.,single,primary,no,-122,yes,no,unknown,23,jun,670,3,-1,0,unknown,yes
5292,56,admin.,married,primary,no,202,yes,no,unknown,9,may,178,2,-1,0,unknown,no
5293,56,technician,single,secondary,no,3499,yes,no,unknown,29,may,248,3,-1,0,unknown,no
5294,55,admin.,married,secondary,no,139,no,no,cellular,30,apr,241,1,-1,0,unknown,yes
5295,31,technician,married,tertiary,no,1570,yes,no,cellular,8,mar,277,4,286,1,failure,yes
5296,34,self-employed,married,tertiary,no,2427,no,no,telephone,11,aug,90,3,70,3,failure,no
5297,53,management,married,secondary,no,2693,no,no,cellular,5,mar,90,1,104,1,failure,yes
5298,39,management,married,tertiary,no,0,yes,yes,cellular,17,jul,301,1,-1,0,unknown,no
5299,35,blue-collar,married,tertiary,no,5271,yes,no,cellular,14,apr,119,2,-1,0,unknown,no
5300,59,housemaid,married,secondary,no,1040,no,no,cellular,5,aug,123,2,-1,0,unknown,no
5301,49,blue-collar,married,primary,yes,-354,no,yes,cellular,7,jul,455,1,-1,0,unknown,no
5302,56,blue-collar,divorced,primary,yes,-1,no,no,cellular,18,jul,304,3,-1,0,unknown,no
5303,42,technician,married,tertiary,no,-215,no,no,unknown,20,jun,1573,5,-1,0,unknown,yes
5304,36,management,divorced,tertiary,no,102,yes,no,cellular,14,apr,114,1,-1,0,unknown,no
5305,77,retired,married,tertiary,no,699,no,no,cellular,13,aug,425,2,-1,0,unknown,yes
5306,51,services,divorced,secondary,no,65,no,yes,cellular,15,jul,881,1,-1,0,unknown,yes
5307,24,admin.,single,secondary,no,172,no,no,cellular,3,feb,114,1,-1,0,unknown,no
5308,57,technician,married,tertiary,no,6822,no,no,cellular,7,aug,797,2,-1,0,unknown,yes
5309,47,services,divorced,unknown,no,973,no,no,cellular,27,may,489,1,479,1,failure,yes
